Tipo Institución;Cód. Institución;Nombre Institución;Año Proceso;Nº Laboratorios;M2 Construido;Nº de PC para alumnos;N° Computadores con Internet
C.F.T;3015;C.F.T. INACAP ANTOFAGASTA;2005;17;1.221;201;201
C.F.T;3016;C.F.T. INACAP TABANCURA;2007;165;14.584;1.448;1.448
C.F.T;3016;C.F.T. INACAP TABANCURA;2006;47;5.054;438;438
C.F.T;3016;C.F.T. INACAP TABANCURA;2005;46;6.649;326;326
C.F.T;3017;C.F.T. CEDEP;2007;1;16;13;13
C.F.T;3017;C.F.T. CEDEP;2006;1;16;11;11
C.F.T;3017;C.F.T. CEDEP;2005;1;16;11;11
C.F.T;3019;C.F.T. PUKARÁ;2006;3;72;20;20
C.F.T;3020;C.F.T. IPROSEC;2024;17;578;68;68
C.F.T;3020;C.F.T. IPROSEC;2023;19;658;112;112
C.F.T;3020;C.F.T. IPROSEC;2022;19;658;112;112
C.F.T;3020;C.F.T. IPROSEC;2021;19;658;112;112
C.F.T;3020;C.F.T. IPROSEC;2020;19;666;112;112
C.F.T;3020;C.F.T. IPROSEC;2019;18;647;101;101
C.F.T;3020;C.F.T. IPROSEC;2018;17;629;141;141
C.F.T;3020;C.F.T. IPROSEC;2017;18;598;131;131
C.F.T;3020;C.F.T. IPROSEC;2016;18;598;131;131
C.F.T;3020;C.F.T. IPROSEC;2015;16;538;131;131
C.F.T;3020;C.F.T. IPROSEC;2014;16;538;145;145
C.F.T;3020;C.F.T. IPROSEC;2013;16;538;145;145
C.F.T;3020;C.F.T. IPROSEC;2012;14;481;127;127
C.F.T;3020;C.F.T. IPROSEC;2011;12;481;117;117
C.F.T;3020;C.F.T. IPROSEC;2010;11;416;117;117
C.F.T;3020;C.F.T. IPROSEC;2009;10;380;112;112
C.F.T;3020;C.F.T. IPROSEC;2006;9;350;100;100
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2018;2;200;35;35
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2018;1;70;35;35
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2010;2;54;33;33
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2009;2;54;33;33
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2008;2;54;33;33
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2007;2;54;33;33
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2006;2;65;45;4
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2018;1;60;40;40
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2018;1;50;30;30
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2010;2;180;40;40
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2009;2;180;40;40
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2008;2;180;40;40
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2007;2;180;40;40
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2006;2;114;36;36
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2005;2;90;36;36
C.F.T;3021;C.F.T. INST. SUPERIOR DE ESTUDIOS JURÍDICOS CANON;2018;2;150;40;40
C.F.T;3022;C.F.T. CENTRO DE EST. PARAMÉDICOS DE STGO. CEPSA;2007;14;643;51;51
C.F.T;3022;C.F.T. CENTRO DE EST. PARAMÉDICOS DE STGO. CEPSA;2006;14;601;56;56
C.F.T;3022;C.F.T. CENTRO DE EST. PARAMÉDICOS DE STGO. CEPSA;2005;15;720;60;60
C.F.T;3023;C.F.T. JOHN F. KENNEDY;2006;7;149;37;18
C.F.T;3023;C.F.T. JOHN F. KENNEDY;2005;7;149;37;18
C.F.T;3023;C.F.T. JOHN F. KENNEDY;2006;8;319;114;114
C.F.T;3023;C.F.T. JOHN F. KENNEDY;2005;7;311;114;114
C.F.T;3023;C.F.T. JOHN F. KENNEDY;2006;6;189;30;12
C.F.T;3023;C.F.T. JOHN F. KENNEDY;2005;6;189;30;12
C.F.T;3024;C.F.T. EDUCAP;2021;2;114;39;39
C.F.T;3024;C.F.T. EDUCAP;2020;2;114;39;39
C.F.T;3024;C.F.T. EDUCAP;2019;2;114;39;39
C.F.T;3024;C.F.T. EDUCAP;2018;2;114;39;39
C.F.T;3024;C.F.T. EDUCAP;2017;2;114;39;39
C.F.T;3024;C.F.T. EDUCAP;2016;2;114;39;39
C.F.T;3024;C.F.T. EDUCAP;2015;2;114;39;39
C.F.T;3024;C.F.T. EDUCAP;2014;2;114;36;36
C.F.T;3024;C.F.T. EDUCAP;2013;2;114;36;36
C.F.T;3024;C.F.T. EDUCAP;2012;2;85;30;30
C.F.T;3024;C.F.T. EDUCAP;2011;2;85;30;30
C.F.T;3024;C.F.T. EDUCAP;2010;2;85;30;30
C.F.T;3024;C.F.T. EDUCAP;2009;1;40;20;20
C.F.T;3024;C.F.T. EDUCAP;2008;1;40;20;20
C.F.T;3024;C.F.T. EDUCAP;2007;1;40;20;20
C.F.T;3024;C.F.T. EDUCAP;2006;1;40;20;20
C.F.T;3024;C.F.T. EDUCAP;2005;2;80;20;20
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2019;9;1.070;90;90
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2018;26;1.237;393;393
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2017;26;1.237;393;393
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2016;26;1.237;393;393
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2015;23;921;379;363
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2014;27;921;454;453
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2013;27;921;440;440
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2012;27;1.144;405;403
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2011;18;608;341;341
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2010;17;610;255;255
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2009;17;610;275;275
C.F.T;3025;C.F.T. INSTITUTO TECNOLÓGICO DE CHILE;2005;11;405;180;175
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2023;4;265;140;140
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2022;5;327;217;217
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2021;6;362;253;253
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2020;6;362;223;223
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2019;6;362;223;223
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2018;6;362;223;223
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2017;5;264;194;194
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2016;5;264;194;194
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2015;5;264;194;194
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2014;5;264;194;194
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2013;5;264;194;194
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2012;5;264;194;194
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2010;4;258;133;133
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2009;4;258;118;118
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2008;2;123;79;79
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2007;2;123;69;69
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2006;2;123;62;62
C.F.T;3026;C.F.T. ESCUELA DE COMERCIO;2005;5;185;116;77
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2024;2;100;15;15
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2023;2;100;20;20
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2022;2;100;30;30
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2020;2;100;30;30
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2024;5;164;10;10
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2023;5;164;20;20
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2022;5;164;20;20
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2020;5;164;20;20
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2012;3;94;50;50
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2011;3;94;50;50
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2009;3;94;50;50
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2008;3;94;50;50
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2007;3;94;50;50
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2006;3;94;50;50
C.F.T;3027;C.F.T. DE EST. SUP.Y CAPACITACIÓN PROFESIONAL LAPLACE;2005;3;94;50;50
C.F.T;3028;C.F.T. INTECTUR;2006;7;447;20;20
C.F.T;3028;C.F.T. INTECTUR;2005;7;447;20;20
C.F.T;3030;C.F.T. CEDUC - UCN;2024;10;972;145;145
C.F.T;3030;C.F.T. CEDUC - UCN;2023;10;972;145;145
C.F.T;3030;C.F.T. CEDUC - UCN;2022;10;972;145;145
C.F.T;3030;C.F.T. CEDUC - UCN;2021;9;897;106;106
C.F.T;3030;C.F.T. CEDUC - UCN;2020;8;818;77;77
C.F.T;3030;C.F.T. CEDUC - UCN;2019;8;816;77;77
C.F.T;3030;C.F.T. CEDUC - UCN;2018;7;762;77;77
C.F.T;3030;C.F.T. CEDUC - UCN;2017;7;762;77;77
C.F.T;3030;C.F.T. CEDUC - UCN;2016;7;762;77;77
C.F.T;3030;C.F.T. CEDUC - UCN;2015;7;762;77;77
C.F.T;3030;C.F.T. CEDUC - UCN;2014;7;734;53;53
C.F.T;3030;C.F.T. CEDUC - UCN;2013;7;585;61;65
C.F.T;3030;C.F.T. CEDUC - UCN;2012;6;529;58;58
C.F.T;3030;C.F.T. CEDUC - UCN;2011;9;s/i;102;102
C.F.T;3030;C.F.T. CEDUC - UCN;2010;9;876;118;102
C.F.T;3030;C.F.T. CEDUC - UCN;2009;9;876;114;102
C.F.T;3030;C.F.T. CEDUC - UCN;2008;9;876;75;75
C.F.T;3030;C.F.T. CEDUC - UCN;2024;8;593;76;76
C.F.T;3030;C.F.T. CEDUC - UCN;2024;9;881;36;36
C.F.T;3030;C.F.T. CEDUC - UCN;2023;9;881;36;36
C.F.T;3030;C.F.T. CEDUC - UCN;2022;9;807;36;36
C.F.T;3030;C.F.T. CEDUC - UCN;2021;9;807;36;36
C.F.T;3030;C.F.T. CEDUC - UCN;2020;7;801;34;34
C.F.T;3030;C.F.T. CEDUC - UCN;2019;7;670;36;36
C.F.T;3030;C.F.T. CEDUC - UCN;2018;7;670;36;36
C.F.T;3030;C.F.T. CEDUC - UCN;2024;16;1.424;145;145
C.F.T;3030;C.F.T. CEDUC - UCN;2023;16;1.424;145;145
C.F.T;3030;C.F.T. CEDUC - UCN;2022;16;1.424;145;145
C.F.T;3030;C.F.T. CEDUC - UCN;2021;16;1.424;145;145
C.F.T;3030;C.F.T. CEDUC - UCN;2020;17;1.267;130;130
C.F.T;3030;C.F.T. CEDUC - UCN;2019;10;966;113;113
C.F.T;3030;C.F.T. CEDUC - UCN;2018;9;891;113;113
C.F.T;3030;C.F.T. CEDUC - UCN;2017;9;891;105;105
C.F.T;3030;C.F.T. CEDUC - UCN;2016;9;850;105;105
C.F.T;3030;C.F.T. CEDUC - UCN;2015;9;814;105;105
C.F.T;3030;C.F.T. CEDUC - UCN;2014;9;850;104;94
C.F.T;3030;C.F.T. CEDUC - UCN;2013;10;929;91;83
C.F.T;3030;C.F.T. CEDUC - UCN;2012;8;708;86;86
C.F.T;3030;C.F.T. CEDUC - UCN;2011;10;830;138;138
C.F.T;3030;C.F.T. CEDUC - UCN;2010;10;1.204;179;179
C.F.T;3030;C.F.T. CEDUC - UCN;2009;10;1.204;164;164
C.F.T;3030;C.F.T. CEDUC - UCN;2008;11;1.204;156;156
C.F.T;3030;C.F.T. CEDUC - UCN;2007;11;1.204;156;156
C.F.T;3030;C.F.T. CEDUC - UCN;2006;12;946;139;139
C.F.T;3030;C.F.T. CEDUC - UCN;2005;12;894;139;139
C.F.T;3030;C.F.T. CEDUC - UCN;2024;12;758;97;97
C.F.T;3030;C.F.T. CEDUC - UCN;2023;12;758;97;97
C.F.T;3030;C.F.T. CEDUC - UCN;2022;12;758;97;97
C.F.T;3030;C.F.T. CEDUC - UCN;2021;12;758;89;89
C.F.T;3030;C.F.T. CEDUC - UCN;2020;12;758;89;89
C.F.T;3030;C.F.T. CEDUC - UCN;2019;3;138;76;76
C.F.T;3030;C.F.T. CEDUC - UCN;2018;3;162;74;74
C.F.T;3030;C.F.T. CEDUC - UCN;2017;3;162;74;74
C.F.T;3030;C.F.T. CEDUC - UCN;2024;7;646;100;100
C.F.T;3030;C.F.T. CEDUC - UCN;2023;7;646;100;100
C.F.T;3030;C.F.T. CEDUC - UCN;2022;7;646;100;100
C.F.T;3030;C.F.T. CEDUC - UCN;2021;7;646;100;100
C.F.T;3030;C.F.T. CEDUC - UCN;2020;6;646;88;88
C.F.T;3030;C.F.T. CEDUC - UCN;2019;6;580;88;88
C.F.T;3030;C.F.T. CEDUC - UCN;2018;6;580;88;88
C.F.T;3030;C.F.T. CEDUC - UCN;2017;6;580;88;88
C.F.T;3030;C.F.T. CEDUC - UCN;2016;6;580;88;88
C.F.T;3030;C.F.T. CEDUC - UCN;2015;6;580;88;88
C.F.T;3030;C.F.T. CEDUC - UCN;2014;5;503;104;94
C.F.T;3030;C.F.T. CEDUC - UCN;2013;5;582;61;49
C.F.T;3030;C.F.T. CEDUC - UCN;2012;6;582;62;50
C.F.T;3030;C.F.T. CEDUC - UCN;2011;6;582;60;48
C.F.T;3030;C.F.T. CEDUC - UCN;2010;6;582;72;60
C.F.T;3030;C.F.T. CEDUC - UCN;2009;6;582;75;63
C.F.T;3031;C.F.T. CHILENO-NORTEAMERICANO;2005;2;170;25;10
C.F.T;3032;C.F.T. ECATEMA;2006;5;160;28;28
C.F.T;3032;C.F.T. ECATEMA;2005;4;160;28;28
C.F.T;3033;C.F.T. COLCHAGUA;2005;2;130;31;31
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2010;16;12.000;44;40
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2009;16;12.000;44;40
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2008;16;12.000;40;40
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2006;16;12.000;40;40
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2005;16;12.000;40;40
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2010;20;1.400;70;59
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2009;20;1.400;70;59
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2008;20;1.400;70;70
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2006;20;1.400;70;59
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2005;20;1.400;70;59
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2010;4;190;30;30
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2009;4;190;30;30
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2008;4;190;30;30
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2006;4;190;30;30
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2005;4;190;30;30
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2010;8;5.971;32;32
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2009;8;5.971;32;32
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2008;8;5.971;32;32
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2006;8;5.971;32;32
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2005;8;5.971;32;32
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2010;21;2.520;80;80
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2009;21;2.520;80;80
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2008;21;2.520;90;90
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2006;21;2.520;80;10
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2005;21;2.520;80;10
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2010;6;2.105;88;56
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2009;6;2.105;88;56
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2008;6;2.105;88;88
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2006;6;2.105;88;56
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2005;6;2.105;88;56
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2010;16;9.820;65;65
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2009;16;9.820;65;65
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2008;16;9.820;65;65
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2006;16;9.820;65;65
C.F.T;3034;C.F.T. SALESIANOS DON BOSCO;2005;16;9.820;65;65
C.F.T;3035;C.F.T. CEITEC;2021;1;82;15;18
C.F.T;3035;C.F.T. CEITEC;2020;1;82;15;18
C.F.T;3035;C.F.T. CEITEC;2019;1;82;12;25
C.F.T;3035;C.F.T. CEITEC;2018;1;82;12;25
C.F.T;3035;C.F.T. CEITEC;2017;2;82;57;65
C.F.T;3035;C.F.T. CEITEC;2016;2;82;57;65
C.F.T;3035;C.F.T. CEITEC;2015;2;82;65;65
C.F.T;3035;C.F.T. CEITEC;2014;2;82;65;65
C.F.T;3035;C.F.T. CEITEC;2013;2;82;65;65
C.F.T;3035;C.F.T. CEITEC;2012;2;55;68;68
C.F.T;3035;C.F.T. CEITEC;2008;1;43;30;30
C.F.T;3035;C.F.T. CEITEC;2007;1;43;30;30
C.F.T;3035;C.F.T. CEITEC;2005;1;43;30;30
C.F.T;3036;C.F.T.  ASISTE;2023;2;50;15;15
C.F.T;3036;C.F.T.  ASISTE;2022;1;38;1;15
C.F.T;3036;C.F.T.  ASISTE;2020;3;103;12;12
C.F.T;3036;C.F.T.  ASISTE;2019;3;103;12;12
C.F.T;3036;C.F.T.  ASISTE;2018;3;103;12;12
C.F.T;3036;C.F.T.  ASISTE;2014;6;400;10;10
C.F.T;3036;C.F.T.  ASISTE;2013;6;400;10;10
C.F.T;3036;C.F.T.  ASISTE;2011;5;135;4;4
C.F.T;3036;C.F.T.  ASISTE;2009;5;135;s/i;6
C.F.T;3037;C.F.T. IGNACIO DOMEYKO;2009;1;62;35;35
C.F.T;3037;C.F.T. IGNACIO DOMEYKO;2007;1;62;35;35
C.F.T;3037;C.F.T. IGNACIO DOMEYKO;2005;1;62;35;35
C.F.T;3038;C.F.T. IFE ESCUELA DE NEGOCIOS;2009;1;28;18;19
C.F.T;3038;C.F.T. IFE ESCUELA DE NEGOCIOS;2005;1;40;25;25
C.F.T;3039;C.F.T. ITPUCH INST. POLITÉCNICO DE LA U. DE CHILE;2007;8;546;68;68
C.F.T;3039;C.F.T. ITPUCH INST. POLITÉCNICO DE LA U. DE CHILE;2006;9;550;55;55
C.F.T;3039;C.F.T. ITPUCH INST. POLITÉCNICO DE LA U. DE CHILE;2005;9;550;45;45
C.F.T;3040;C.F.T. LA ARAUCANA;2014;3;106;85;85
C.F.T;3040;C.F.T. LA ARAUCANA;2013;3;106;85;85
C.F.T;3040;C.F.T. LA ARAUCANA;2012;2;65;50;50
C.F.T;3040;C.F.T. LA ARAUCANA;2014;2;50;54;54
C.F.T;3040;C.F.T. LA ARAUCANA;2013;2;50;54;54
C.F.T;3040;C.F.T. LA ARAUCANA;2012;2;80;54;54
C.F.T;3040;C.F.T. LA ARAUCANA;2011;2;63;55;55
C.F.T;3040;C.F.T. LA ARAUCANA;2010;2;63;50;50
C.F.T;3040;C.F.T. LA ARAUCANA;2009;1;35;18;26
C.F.T;3040;C.F.T. LA ARAUCANA;2008;1;35;18;26
C.F.T;3040;C.F.T. LA ARAUCANA;2014;12;581;282;282
C.F.T;3040;C.F.T. LA ARAUCANA;2013;12;581;282;282
C.F.T;3040;C.F.T. LA ARAUCANA;2012;15;665;349;349
C.F.T;3040;C.F.T. LA ARAUCANA;2011;11;431;270;270
C.F.T;3040;C.F.T. LA ARAUCANA;2010;10;316;211;211
C.F.T;3040;C.F.T. LA ARAUCANA;2009;9;316;219;219
C.F.T;3040;C.F.T. LA ARAUCANA;2008;9;316;219;219
C.F.T;3040;C.F.T. LA ARAUCANA;2006;8;282;168;168
C.F.T;3040;C.F.T. LA ARAUCANA;2005;7;242;142;139
C.F.T;3041;C.F.T. PUCV;2024;10;580;90;90
C.F.T;3041;C.F.T. PUCV;2023;8;440;60;60
C.F.T;3041;C.F.T. PUCV;2022;8;450;60;60
C.F.T;3041;C.F.T. PUCV;2024;62;2.920;490;490
C.F.T;3041;C.F.T. PUCV;2023;59;2.870;460;460
C.F.T;3041;C.F.T. PUCV;2022;60;2.900;450;450
C.F.T;3041;C.F.T. PUCV;2021;54;2.670;397;397
C.F.T;3041;C.F.T. PUCV;2020;53;2.670;361;361
C.F.T;3041;C.F.T. PUCV;2019;40;2.700;280;280
C.F.T;3041;C.F.T. PUCV;2018;36;2.350;220;220
C.F.T;3041;C.F.T. PUCV;2017;32;1.901;195;195
C.F.T;3041;C.F.T. PUCV;2016;19;542;175;175
C.F.T;3041;C.F.T. PUCV;2015;11;542;160;160
C.F.T;3041;C.F.T. PUCV;2014;3;140;24;24
C.F.T;3041;C.F.T. PUCV;2013;2;130;24;24
C.F.T;3041;C.F.T. PUCV;2010;1;60;20;20
C.F.T;3041;C.F.T. PUCV;2007;1;60;16;16
C.F.T;3041;C.F.T. PUCV;2024;17;840;110;110
C.F.T;3041;C.F.T. PUCV;2023;10;400;72;72
C.F.T;3041;C.F.T. PUCV;2022;10;400;70;70
C.F.T;3041;C.F.T. PUCV;2021;8;350;70;70
C.F.T;3041;C.F.T. PUCV;2020;8;350;62;62
C.F.T;3041;C.F.T. PUCV;2019;7;380;60;60
C.F.T;3041;C.F.T. PUCV;2018;4;200;50;50
C.F.T;3041;C.F.T. PUCV;2024;55;3.160;510;510
C.F.T;3041;C.F.T. PUCV;2023;52;2.980;489;489
C.F.T;3041;C.F.T. PUCV;2022;49;2.900;480;480
C.F.T;3041;C.F.T. PUCV;2021;45;2.498;443;443
C.F.T;3041;C.F.T. PUCV;2020;47;2.902;356;356
C.F.T;3041;C.F.T. PUCV;2019;37;2.500;400;400
C.F.T;3041;C.F.T. PUCV;2018;34;2.200;340;340
C.F.T;3041;C.F.T. PUCV;2017;31;1.970;304;304
C.F.T;3041;C.F.T. PUCV;2016;28;1.800;265;265
C.F.T;3041;C.F.T. PUCV;2015;18;1.800;220;220
C.F.T;3041;C.F.T. PUCV;2014;15;1.409;90;90
C.F.T;3041;C.F.T. PUCV;2013;5;799;73;73
C.F.T;3041;C.F.T. PUCV;2010;5;799;73;73
C.F.T;3041;C.F.T. PUCV;2009;5;799;73;73
C.F.T;3041;C.F.T. PUCV;2007;5;835;22;22
C.F.T;3041;C.F.T. PUCV;2006;5;835;22;22
C.F.T;3041;C.F.T. PUCV;2005;5;835;22;22
C.F.T;3042;C.F.T. ALPES;2024;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2023;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2022;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2021;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2020;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2019;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2018;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2017;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2016;7;201;21;21
C.F.T;3042;C.F.T. ALPES;2015;8;225;30;30
C.F.T;3042;C.F.T. ALPES;2014;8;225;30;30
C.F.T;3042;C.F.T. ALPES;2013;8;225;30;30
C.F.T;3042;C.F.T. ALPES;2012;8;225;30;30
C.F.T;3042;C.F.T. ALPES;2011;8;225;30;30
C.F.T;3042;C.F.T. ALPES;2010;8;225;30;30
C.F.T;3042;C.F.T. ALPES;2009;8;209;30;30
C.F.T;3042;C.F.T. ALPES;2008;8;209;30;30
C.F.T;3042;C.F.T. ALPES;2007;8;209;30;30
C.F.T;3042;C.F.T. ALPES;2006;6;107;20;20
C.F.T;3042;C.F.T. ALPES;2005;6;107;20;20
C.F.T;3043;C.F.T. BARROS ARANA;2012;2;50;30;30
C.F.T;3043;C.F.T. BARROS ARANA;2011;2;50;30;30
C.F.T;3043;C.F.T. BARROS ARANA;2009;3;133;37;37
C.F.T;3043;C.F.T. BARROS ARANA;2007;3;133;37;37
C.F.T;3043;C.F.T. BARROS ARANA;2006;1;45;35;32
C.F.T;3044;C.F.T. CENCO;2019;1;24;6;6
C.F.T;3044;C.F.T. CENCO;2018;1;s/i;3;3
C.F.T;3044;C.F.T. CENCO;2024;s/i;s/i;3;3
C.F.T;3044;C.F.T. CENCO;2023;s/i;s/i;3;3
C.F.T;3044;C.F.T. CENCO;2022;s/i;s/i;5;5
C.F.T;3045;C.F.T. CENTRO DE ENS. ALTA COSTURA PAULINA DIARD;2022;3;88;18;18
C.F.T;3045;C.F.T. CENTRO DE ENS. ALTA COSTURA PAULINA DIARD;2020;3;88;19;19
C.F.T;3045;C.F.T. CENTRO DE ENS. ALTA COSTURA PAULINA DIARD;2019;3;88;19;19
C.F.T;3045;C.F.T. CENTRO DE ENS. ALTA COSTURA PAULINA DIARD;2018;3;88;18;14
C.F.T;3045;C.F.T. CENTRO DE ENS. ALTA COSTURA PAULINA DIARD;2017;3;88;14;10
C.F.T;3045;C.F.T. CENTRO DE ENS. ALTA COSTURA PAULINA DIARD;2016;3;88;14;10
C.F.T;3045;C.F.T. CENTRO DE ENS. ALTA COSTURA PAULINA DIARD;2006;3;82;3;3
C.F.T;3045;C.F.T. CENTRO DE ENS. ALTA COSTURA PAULINA DIARD;2005;3;82;3;3
C.F.T;3046;C.F.T. CEPONAL;2014;1;37;5;5
C.F.T;3046;C.F.T. CEPONAL;2013;1;37;5;5
C.F.T;3046;C.F.T. CEPONAL;2012;1;37;6;6
C.F.T;3047;C.F.T. CRECIC;2005;4;150;81;81
C.F.T;3048;C.F.T. CROWNLIET;2014;6;s/i;30;40
